word,count
six==1.17.0,1
pillow==11.3.0,1
kiwisolver==1.4.8,1
numpy==2.3.2,1
pyparsing==3.2.3,1
contourpy==1.3.3,1
cycler==0.12.1,1
py4j==0.10.9.9,1
pyspark==4.0.0,1
matplotlib==3.10.3,1
fonttools==4.59.0,1
packaging==25.0,1
python-dateutil==2.9.0.post0,1
